Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,Fund_Year,Category
Hyperxchange,2017,Pune,ecommerce mobile sharing economy,hyperxchange is india's fastest growing o2o marketplace for premium refurb gadgets,Unknown,Undisclosed,1000000.0,Series A,2018,technology
Deftouch,2017,Bangalore,other,deftouch is a mobile game development company that currently focuses on winning the cricket gaming market with a social multiplayer game.,Unknown,Undisclosed,0.0,Seed,2018,Other
Doodhwala,2017,Bangalore,food delivery organic organic food,doodhwala is an online milk delivery startup that offers over 70 varieties of milk along with a plan based on clients' requirement.,Unknown,Undisclosed,2200000.0,Seed,2018,food and beverages
Dronahq,2017,Mumbai,mobile,dronahq is an enterprise mobile engagement platform.,Unknown,Undisclosed,500000.0,Pre-Seed,2018,technology
Fastfox,2017,Gurgaon,rental,fastfox: market network for home rentals (india),Unknown,Undisclosed,100000000.0,Series A,2018,consumer services
Buyforexonline,2017,Bangalore,travel,buyforexonline.com is india's first completely online provider for buying foreign exchange.,Unknown,Undisclosed,2000000.0,Unknown,2018,travel
Colive.In,2017,Bangalore,consumer,a technology powered network of branded serviced homes conveniently located near educational institutions & workplaces.,Unknown,Undisclosed,1800000.0,Seed,2018,consumer goods
Agricxlab Private Limited,2017,Thane,b2b farming marketplace,online marketplace where farmers and traders can sell their produce to b2b buyers,Unknown,Undisclosed,500000.0,Seed,2018,technology
Corefactors,2017,Bangalore,other,"corefactors is a leading campaign management, business communication and analytics company.",Unknown,Undisclosed,0.0,Seed,2018,Other
Fincash.Com,2017,Mumbai,wealth management,a startup in the personal finance space in india .,Unknown,Undisclosed,150000.0,Seed,2018,financial services
Pandorum Technologies,2017,Bangalore,biotechnology,bengaluru based biotech startup.,Unknown,Undisclosed,3600000.0,Series A,2018,technology
Shirsa Labs,2017,Mumbai,education gaming training,shirsa labs is a cognitive skill assessment and training portal that provides children with fun educational games.,Unknown,Undisclosed,500000.0,Seed,2018,technology
Petsutra,2017,Gurgaon,veterinary,gurugram-based online petcare platform.,Unknown,Undisclosed,9500000.0,Seed,2018,technology
Awaaz De,2017,Ahmedabad,internet mobile social entrepreneurship telecommunications wireless,awwaz.de develops inclusive mobile solutions that enable organizations to achieve last-mile connectivity for social impact.,Unknown,Undisclosed,0.0,Pre-Seed,2018,technology
Pinkblue,2017,Bangalore,health care hospital supply chain management,pinkblue.in - super-efficient supply-chain for clinical supplies,Unknown,Undisclosed,300000.0,Seed,2018,technology
Eduvanz,2017,Mumbai,finance financial services,"eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.",Unknown,Undisclosed,500000.0,Pre-Seed,2018,fintech
Rupeek,2017,Bangalore,financial services lending,rupeek is an asset backed online lending platform currently operating in the space of gold loans.,Unknown,Undisclosed,6830000.0,Series A,2018,fintech
Backpacker Panda Holidays Private Limited,2017,Pune,tourism travel,backpacker panda is creating an ecosystem for youth accommodation and travel.,Unknown,Undisclosed,1400000.0,Series A,2018,travel
Shape (School Health And Physical Education),2017,Pune,education,physical education start up,Unknown,Undisclosed,200000.0,Seed,2018,education and training
Placio,2017,Noida,hospitality real estate,placio is a student housing and a complete broker-free platform.,Unknown,Undisclosed,2000000.0,Seed,2018,technology
Aviom India Housing Finance,2017,New Delhi,finance,delhi based housing finance company.,Unknown,Undisclosed,150000000.0,Series A,2018,financial services
Genrobotic,2017,Trivandrum,market research,a robotic company.,Unknown,Undisclosed,0.0,Seed,2018,technology
Heyholidays,2017,Bangalore,tourism travel,"heyholidays, a global player in online vacation rentals.",Unknown,Undisclosed,1000000.0,Seed,2018,travel
Pratilipi,2017,Bangalore,digital media ebooks publishing reading apps,amazon's kindle direct publishing for indian languages,Unknown,Undisclosed,4300000.0,Series A,2018,technology
Sectorqube,2017,Ernakulam,consumer electronics embedded systems hardware smart building software,sectorqube develops smart kitchen devices that make food automatically.,Unknown,Undisclosed,0.0,Seed,2018,technology
Food Memories,2017,Ahmedabad,food and beverage food processing,iconic indian delicacies from the most renowned vendors of india delivered globally.,Unknown,Undisclosed,0.0,Seed,2018,food and beverages
Zamroo,2017,India,internet marketplace shopping,zamroo is a growing mobile marketplace that allows users to buy and sell locally.,Unknown,Undisclosed,0.0,Seed,2018,technology
Silversparro Technologies Pvt. Ltd,2017,Gurgaon,analytics computer vision enterprise software machine learning natural language processing speech recognition,silversparro is a deep learning technology solution provider.,Unknown,Undisclosed,300000.0,Seed,2018,technology
Creator’S Gurukul,2017,Gurgaon,facilities support services,a coworking space provider.,Unknown,Undisclosed,0.0,Pre-Seed,2018,technology
Emflux Motors,2017,Bangalore,automotive electric vehicle energy,emflux motors is committed to bring clean and sustainable energy into a state of universal acceptance through technological innovation.,Unknown,Undisclosed,364846.0,Seed,2018,mobility and transportation
Tricog Health Services Pvt Ltd,2017,Bangalore,health care health diagnostics predictive analytics,predictive healthcare analytics company,Unknown,Undisclosed,4000000.0,Series A,2018,technology
Scapic,2017,Bangalore,software as a service,virtual/augmented reality start up .,Unknown,Undisclosed,500000.0,Seed,2018,technology
6Degree,2017,Mumbai,fashion lifestyle retail,a fashion enterprise that provides a launchpad to fashion talent and brands using a tech enabled platform,Unknown,Undisclosed,400000.0,Seed,2018,technology
Chrysalis (Ez Vidya),2017,Chennai,education,chrysalis (ez vidya) is india’s leading educational research and innovation organization,Unknown,Undisclosed,0.0,Seed,2018,education and training
Ekincare,2017,Hyderabad,health wellness,ekincare empowers you to take charge of your health by enabling you to monitor critical medical info and make it available anywhere.,Unknown,Undisclosed,1500000.0,Series A,2018,beauty and wellness
Streo,2017,Gurgaon,music streaming,"live stream music from nightclubs, bars & festivals!",Unknown,Undisclosed,0.0,Seed,2018,media and entertainment
Groww,2017,Kormangala,finance impact investing internet,groww offers a new way of investing money.,Unknown,Undisclosed,120000.0,Seed,2018,technology
Cell Propulsion,2017,Bangalore,other,cell propulsion is an electric mobility startup that designs autonomous electric vehicles.,Unknown,Undisclosed,7000000.0,Seed,2018,Other
Chezuba,2017,Hyderabad,internet social entrepreneurship,chezuba is a web-based platform enabling skilled professionals to volunteer online with non-profits worldwide,Unknown,Undisclosed,1400000.0,Pre-Seed,2018,technology
Ontrack Technologies Pvt. Ltd,2017,Bangalore,e-commerce,ontrack provides affordable independent transport to those dependent on cabs and autos for commute by renting bikes on a monthly basis.,Unknown,Undisclosed,0.0,Seed,2018,e-commerce
Wealthtrust,2017,Mumbai,finance impact investing mobile apps,wealthtrust offers a wealth manager application that enables its users to invest and manage their investments online.,Unknown,Undisclosed,500000.0,Seed,2018,technology
Faclon Labs,2017,Mumbai,software,faclon is an iot and data analytics based tech startup building products to make cities and villages smart.,Unknown,Undisclosed,0.0,Seed,2018,technology
Awign Enterprises,2017,Bangalore,business development market research outsourcing,operations and manpower outsourcing startup,Unknown,Undisclosed,50000000.0,Seed,2018,technology
Collpoll,2017,Bangalore,education,world-class enterprise system for education.,Unknown,Undisclosed,0.0,Seed,2018,education and training
Zyla Health,2017,New Delhi,health care hospitality,zyla is transforming the way healthcare is delivered in india with specific focus on high-risk chronic patients.,Unknown,Undisclosed,0.0,Seed,2018,technology
Hubhopper,2017,Delhi,internet social news sports,get your daily dose of interest as summaries from news and magazine stories .,Unknown,Undisclosed,500000.0,Series A,2018,technology
Rubix108 Technologies,2017,Pune,information technology,rubix total app makes it effortless for institutes to send home important information and updates about the day’s learning experiences.,Unknown,Undisclosed,1000000.0,Seed,2018,technology
Workflexi,2017,Bangalore,human resources,"be smart, work on contract,be smart, hire on contract",Unknown,Undisclosed,10000000.0,Seed,2018,human resources
Streak,2017,Bangalore,financial services,algorithmic trading platform.,Unknown,Undisclosed,22500000.0,Seed,2018,fintech
Kuants,2017,Gurgaon,financial services,algorithmic trading platform.,Unknown,Undisclosed,5000000.0,Seed,2018,fintech
Niyo Solutions,2017,Bangalore,finance financial services fintech,niyo is a fintech company that helps salaried employees access company benefits and other financial services.,Unknown,Undisclosed,13200000.0,Series A,2018,technology
Hippo Video,2017,Chennai,customer service software video video streaming,a video recording and sharing software.,Unknown,Undisclosed,0.0,Seed,2018,technology
Satvacart,2017,Gurgaon,ecommerce food processing,satvacart is a gurgaon’s largest online supermarket,Unknown,Undisclosed,0.0,Seed,2018,e-commerce
Daaki,2017,Bangalore,health wellness,sports nutrition startup,Unknown,Undisclosed,0.0,Pre-Seed,2018,beauty and wellness
Simulanis,2017,New Delhi,training,a delhi-based augmented reality and virtual reality technology development company.,Unknown,Undisclosed,500000.0,Seed,2018,technology
My Chiraag Cab,2017,Jaipur,travel,my chiraag cab services pvt ltd,Unknown,Undisclosed,1000000.0,Seed,2018,travel
Wotu,2017,Bangalore,food and beverage,it operates a business-to-business e-commerce portal for food and beverages.,Unknown,Undisclosed,0.0,Seed,2018,food and beverages
Flathalt,2017,Gurgaon,other,find your customized home here.,Unknown,Undisclosed,50000.0,Pre-Seed,2018,Other
True Elements,2017,Pune,dietary supplements food and beverage health care organic food snack food,true elements offers a range of high-quality snacks and supplements that are inspired by natural foods consumed by our ancestors.,Unknown,Undisclosed,50000000.0,Seed,2018,technology
Trendlyne Technologies,2017,Bangalore,financial services,trendlyne technologies is a stock market analytics platform and marketplace for retail investors.,Unknown,Undisclosed,200000.0,Seed,2018,fintech
Planys Technologies,2017,Chennai,manufacturing oil and gas robotics,planys technologies is india’s first and only manufacturer of compact rovs providing underwater robotic inspection and survey solutions.,Unknown,Undisclosed,140200000.0,Series A,2018,technology
Healthplix,2017,Bangalore,fitness health care wellness,healthplix is a healthtech startup,Unknown,Undisclosed,3000000.0,Series A,2018,technology
